timestamp,title,asin,consumptionDurationMs,terminationReason,deviceType,musicTerritory,isShufflePlay,titleSetAsin,trackLengthMs,artistAsin,selectionSourceArtistAsin
2018-12-20 13:46:56 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,6000,userStop,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,B001Q59AUE
2018-12-10 20:18:14 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,
2018-12-10 20:14:00 GMT,Use Your Tongue,B071DPLWTC,575000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07465W6G1,575000,B001Q59AUE,
2018-12-10 20:04:24 GMT,Smells Like a Freakshow,B071H95F88,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DFXG,293000,B001Q59AUE,
2018-12-10 19:59:30 GMT,Paint Me Red,B07116DG6K,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074664MH8,267000,B001Q59AUE,
2018-12-10 19:55:02 GMT,One Touch,B0713RWSMV,257000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074675L1N,257000,B001Q59AUE,
2018-12-10 19:50:43 GMT,Let It Burn,B0718YDJHB,212000,trackFinished,A16ZV8BU3SN1N3,DE,false,B078BBTK6Y,212000,B001Q59AUE,
2018-12-10 19:47:10 GMT,Blod,B072DWZWSB,214000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074665F6X,214000,B001Q59AUE,
2018-12-10 19:43:35 GMT,Black Waltz,B0718YDJBJ,194000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074668JDF,358000,B001Q59AUE,
2018-12-10 19:17:49 GMT,Black Waltz,B0718YDJBJ,166000,userStop,A16ZV8BU3SN1N3,DE,false,B074668JDF,358000,B001Q59AUE,
2018-12-10 19:15:02 GMT,In Napalm,B0722JXQM9,332000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466LPZK,332000,B001Q59AUE,
2018-12-10 19:09:29 GMT,Ready for the Ride,B0716CQVFR,194000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DKJP,194000,B001Q59AUE,
2018-12-10 19:06:14 GMT,Torn Apart,B071DPM4DC,388000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074674T3Q,388000,B001Q59AUE,
2018-12-10 18:59:44 GMT,Let Us Die,B0722JY297,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B0746661DW,253000,B001Q59AUE,
2018-12-10 18:54:22 GMT,Tower,B0718YDKP8,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8P2NK,364000,B001Q59AUE,
2018-12-10 18:48:17 GMT,Something in the Way,B071YNTDNM,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y6T7BC,267000,B001Q59AUE,
2018-12-10 18:43:49 GMT,Get in Line [Explicit],B072L3CL35,193000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y4ZNXZ,193000,B001Q59AUE,
2018-12-10 18:40:34 GMT,Puppet Show,B071DPM43B,263000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2DHK1,263000,B001Q59AUE,
2018-12-10 18:36:10 GMT,Tsar Bomba [Explicit],B0716CS2NZ,213000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XXZSHS,213000,B001Q59AUE,
2018-12-10 18:32:36 GMT,Murderer [Explicit],B071H95LDV,303000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8MCQ8,303000,B001Q59AUE,
2018-12-10 18:27:31 GMT,Bloody Angel,B072P1N6C2,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2PHPL,364000,B07KY2LKGF,
2018-12-10 18:21:25 GMT,Vultures Fly [Explicit],B071DPLPG4,278000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y7DDYP,278000,B001Q59AUE,
2018-12-10 18:16:46 GMT,Death of Sound,B072BBG4Q9,261000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XW4XTJ,261000,B001Q59AUE,
2018-12-10 18:12:23 GMT,What I Don't Know,B071NGT189,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y15F8R,293000,B001Q59AUE,
2018-12-10 18:07:29 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,
2018-12-10 18:03:14 GMT,Let Us Die,B0722JY297,6000,userStop,A16ZV8BU3SN1N3,DE,false,B0746661DW,253000,B001Q59AUE,
2018-12-10 14:08:09 GMT,What I Don't Know,B071NGT189,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y15F8R,293000,B001Q59AUE,
2018-12-10 14:03:14 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,
2018-12-10 13:59:00 GMT,Use Your Tongue,B071DPLWTC,541000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07465W6G1,575000,B001Q59AUE,
2018-12-10 13:47:38 GMT,Use Your Tongue,B071DPLWTC,36000,userStop,A16ZV8BU3SN1N3,DE,false,B07465W6G1,575000,B001Q59AUE,
2018-12-10 13:47:02 GMT,Smells Like a Freakshow,B071H95F88,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DFXG,293000,B001Q59AUE,
2018-12-10 13:42:08 GMT,Paint Me Red,B07116DG6K,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074664MH8,267000,B001Q59AUE,
2018-12-10 13:37:40 GMT,One Touch,B0713RWSMV,257000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074675L1N,257000,B001Q59AUE,
2018-12-10 13:33:22 GMT,Let It Burn,B0718YDJHB,212000,trackFinished,A16ZV8BU3SN1N3,DE,false,B078BBTK6Y,212000,B001Q59AUE,
2018-12-10 13:29:48 GMT,Blod,B072DWZWSB,214000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074665F6X,214000,B001Q59AUE,
2018-12-10 13:26:13 GMT,Black Waltz,B0718YDJBJ,358000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074668JDF,358000,B001Q59AUE,
2018-12-10 13:20:14 GMT,In Napalm,B0722JXQM9,332000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466LPZK,332000,B001Q59AUE,
2018-12-10 13:14:41 GMT,Ready for the Ride,B0716CQVFR,194000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DKJP,194000,B001Q59AUE,
2018-12-10 13:11:25 GMT,Torn Apart,B071DPM4DC,388000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074674T3Q,388000,B001Q59AUE,
2018-12-10 13:04:56 GMT,Let Us Die,B0722JY297,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B0746661DW,253000,B001Q59AUE,
2018-12-09 18:18:04 GMT,Get in Line [Explicit],B072L3CL35,193000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y4ZNXZ,193000,B001Q59AUE,
2018-12-09 18:14:50 GMT,Puppet Show,B071DPM43B,263000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2DHK1,263000,B001Q59AUE,
2018-12-09 18:10:26 GMT,Tsar Bomba [Explicit],B0716CS2NZ,213000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XXZSHS,213000,B001Q59AUE,
2018-12-09 18:06:51 GMT,Murderer [Explicit],B071H95LDV,303000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8MCQ8,303000,B001Q59AUE,
2018-12-09 18:01:47 GMT,Bloody Angel,B072P1N6C2,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2PHPL,364000,B07KY2LKGF,
2018-12-09 17:55:41 GMT,Vultures Fly [Explicit],B071DPLPG4,278000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y7DDYP,278000,B001Q59AUE,
2018-12-09 17:51:02 GMT,Death of Sound,B072BBG4Q9,261000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XW4XTJ,261000,B001Q59AUE,
2018-12-09 17:46:40 GMT,What I Don't Know,B071NGT189,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y15F8R,293000,B001Q59AUE,
2018-12-09 17:41:45 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,
2018-12-09 17:37:30 GMT,Use Your Tongue,B071DPLWTC,575000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07465W6G1,575000,B001Q59AUE,
2018-12-09 17:27:54 GMT,Smells Like a Freakshow,B071H95F88,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DFXG,293000,B001Q59AUE,
2018-12-09 17:23:00 GMT,Paint Me Red,B07116DG6K,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074664MH8,267000,B001Q59AUE,
2018-12-09 17:18:32 GMT,One Touch,B0713RWSMV,128000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074675L1N,257000,B001Q59AUE,
2018-12-09 17:14:10 GMT,One Touch,B0713RWSMV,131000,userStop,A16ZV8BU3SN1N3,DE,false,B074675L1N,257000,B001Q59AUE,
2018-12-09 17:12:00 GMT,Let It Burn,B0718YDJHB,212000,trackFinished,A16ZV8BU3SN1N3,DE,false,B078BBTK6Y,212000,B001Q59AUE,
2018-12-09 17:08:26 GMT,Blod,B072DWZWSB,214000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074665F6X,214000,B001Q59AUE,
2018-12-09 17:04:51 GMT,Black Waltz,B0718YDJBJ,358000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074668JDF,358000,B001Q59AUE,
2018-12-09 16:58:52 GMT,In Napalm,B0722JXQM9,332000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466LPZK,332000,B001Q59AUE,
2018-12-09 16:53:19 GMT,Ready for the Ride,B0716CQVFR,194000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DKJP,194000,B001Q59AUE,
2018-12-09 16:50:03 GMT,Torn Apart,B071DPM4DC,388000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074674T3Q,388000,B001Q59AUE,
2018-12-09 16:43:34 GMT,Let Us Die,B0722JY297,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B0746661DW,253000,B001Q59AUE,
2018-12-09 16:29:24 GMT,Tower,B0718YDKP8,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8P2NK,364000,B001Q59AUE,
2018-12-09 16:23:19 GMT,Something in the Way,B071YNTDNM,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y6T7BC,267000,B001Q59AUE,
2018-12-09 16:18:51 GMT,Get in Line [Explicit],B072L3CL35,193000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y4ZNXZ,193000,B001Q59AUE,
2018-12-09 16:15:37 GMT,Puppet Show,B071DPM43B,263000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2DHK1,263000,B001Q59AUE,
2018-12-09 16:11:13 GMT,Tsar Bomba [Explicit],B0716CS2NZ,213000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XXZSHS,213000,B001Q59AUE,
2018-12-09 16:07:38 GMT,Murderer [Explicit],B071H95LDV,303000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8MCQ8,303000,B001Q59AUE,
2018-12-09 16:02:34 GMT,Bloody Angel,B072P1N6C2,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2PHPL,364000,B07KY2LKGF,
2018-12-09 15:56:28 GMT,Vultures Fly [Explicit],B071DPLPG4,278000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y7DDYP,278000,B001Q59AUE,
2018-12-09 15:51:49 GMT,Death of Sound,B072BBG4Q9,261000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XW4XTJ,261000,B001Q59AUE,
2018-12-09 15:47:26 GMT,What I Don't Know,B071NGT189,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y15F8R,293000,B001Q59AUE,
2018-12-09 15:42:32 GMT,Hail the Apocalypse [Explicit],B0716CQ3MW,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B072PPYQFP,253000,B001Q59AUE,
2018-12-09 15:38:17 GMT,Use Your Tongue,B071DPLWTC,575000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07465W6G1,575000,B001Q59AUE,
2018-12-09 15:28:41 GMT,Smells Like a Freakshow,B071H95F88,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DFXG,293000,B001Q59AUE,
2018-12-09 15:23:47 GMT,Paint Me Red,B07116DG6K,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074664MH8,267000,B001Q59AUE,
2018-12-09 15:19:19 GMT,One Touch,B0713RWSMV,257000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074675L1N,257000,B001Q59AUE,
2018-12-09 15:15:01 GMT,Let It Burn,B0718YDJHB,212000,trackFinished,A16ZV8BU3SN1N3,DE,false,B078BBTK6Y,212000,B001Q59AUE,
2018-12-09 15:11:28 GMT,Blod,B072DWZWSB,214000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074665F6X,214000,B001Q59AUE,
2018-12-09 15:07:53 GMT,Black Waltz,B0718YDJBJ,358000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074668JDF,358000,B001Q59AUE,
2018-12-09 15:01:53 GMT,In Napalm,B0722JXQM9,332000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466LPZK,332000,B001Q59AUE,
2018-12-09 14:56:20 GMT,Ready for the Ride,B0716CQVFR,194000,trackFinished,A16ZV8BU3SN1N3,DE,false,B07466DKJP,194000,B001Q59AUE,
2018-12-09 14:53:05 GMT,Torn Apart,B071DPM4DC,388000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074674T3Q,388000,B001Q59AUE,
2018-12-09 14:46:35 GMT,Let Us Die,B0722JY297,253000,trackFinished,A16ZV8BU3SN1N3,DE,false,B0746661DW,253000,B001Q59AUE,
2018-12-08 17:22:10 GMT,Something in the Way,B071YNTDNM,267000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y6T7BC,267000,B001Q59AUE,
2018-12-08 17:17:41 GMT,Get in Line [Explicit],B072L3CL35,193000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y4ZNXZ,193000,B001Q59AUE,
2018-12-08 17:14:27 GMT,Puppet Show,B071DPM43B,263000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2DHK1,263000,B001Q59AUE,
2018-12-08 17:10:03 GMT,Tsar Bomba [Explicit],B0716CS2NZ,213000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XXZSHS,213000,B001Q59AUE,
2018-12-08 17:06:29 GMT,Murderer [Explicit],B071H95LDV,284000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y8MCQ8,303000,B001Q59AUE,
2018-12-08 16:59:49 GMT,Murderer [Explicit],B071H95LDV,21000,userStop,A16ZV8BU3SN1N3,DE,false,B074Y8MCQ8,303000,B001Q59AUE,
2018-12-08 16:59:27 GMT,Bloody Angel,B072P1N6C2,364000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y2PHPL,364000,B07KY2LKGF,
2018-12-08 16:53:22 GMT,Vultures Fly [Explicit],B071DPLPG4,278000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y7DDYP,278000,B001Q59AUE,
2018-12-08 16:48:43 GMT,Death of Sound,B072BBG4Q9,261000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074XW4XTJ,261000,B001Q59AUE,
2018-12-08 16:44:20 GMT,What I Don't Know,B071NGT189,293000,trackFinished,A16ZV8BU3SN1N3,DE,false,B074Y15F8R,293000,B001Q59AUE,
